FPN,AVE_DailyResidents,AVE_DailyNursingStaff,lat,long,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_5932,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date
495320,94,31,37.1580692,-82.4467598,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,2769264693,250,Dickenson,For profit - Corporation,100,Medicare and Medicaid,N,"CLINTWOOD LIFE CARE, LLC",06/01/97,N,NA,N,Y,N,Resident,Yes,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,1.49293,0.84668,0.4635,1.31018,2.80312,2.21527,0.28044,0.03249,61,NA,60,NA,0,NA,2.03455,0.78054,0.38168,3.19677,1.49905,0.79662,0.45704,2.7653,06/20/19,9,9,0,56,2,28,84,02/02/18,19,18,1,92,1,0,92,12/15/16,9,9,0,52,1,0,52,81.333,0,2,0,0,0,0,0,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",05/01/22
495321,57,23,37.7749658,-79.442523,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,5404648181,522,Lexington City,For profit - Partnership,60,Medicare and Medicaid,N,LEXINGTON LIFE CARE CORP,06/01/97,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,3,NA,2,NA,2,NA,NA,NA,1.94356,0.66741,0.47119,1.1386,3.08217,2.4625,0.30946,0.04941,53.6,NA,80,NA,0,NA,1.91087,0.76185,0.37194,3.04466,2.07784,0.64335,0.47679,3.19248,05/12/21,2,2,0,8,1,0,8,02/14/19,5,5,0,52,1,0,52,02/12/18,16,16,0,108,2,54,162,48.333,0,0,0,0,0,0,0,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",05/01/22
495323,55,23,36.7203745,-80.4745841,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,2763982117,170,Carroll,For profit - Limited Liability company,60,Medicare and Medicaid,N,LAUREL MEADOWS LIFE CARE L C,09/01/97,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,1.70162,0.82366,0.38303,1.20669,2.90831,2.28305,0.15214,0.03018,58.3,NA,70,NA,0,NA,2.26585,0.76009,0.36089,3.38683,1.53418,0.7958,0.39945,2.70806,06/03/21,1,1,0,4,1,0,4,04/25/19,7,7,0,36,1,0,36,03/15/18,9,9,0,40,1,0,40,20.667,0,0,0,2,1625,0,2,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",05/01/22
495324,41,25,36.7878356,-75.9824326,SEASIDE HHC @ ATLANTIC SHORE,1200 ATLANTIC SHORES DRIVE,VIRGINIA BEACH,VA,23454,7577162060,921,Virginia Beach City,For profit - Limited Liability company,50,Medicare,N,SEASIDE THE HEALTH CENTER AT ATLANTIC SHORES LLC,09/12/97,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,3,NA,5,NA,4,NA,4,NA,NA,NA,2.2882,1.82749,0.80545,2.63294,4.92114,4.10348,0.44319,0.10942,56.1,NA,85.7,NA,1,NA,2.10149,0.77001,0.38726,3.25876,2.2244,1.74293,0.78279,4.7624,01/06/22,8,8,8,44,1,0,44,01/28/19,6,6,0,36,1,0,36,07/20/17,9,9,0,32,1,0,32,39.333,0,2,0,2,1625,0,2,"1200 ATLANTIC SHORES DRIVE,VIRGINIA BEACH,VA,23454",05/01/22
495325,93,37,37.2230005,-79.9596634,PHEASANT RIDGE NURSING & REHAB CENTER,"4355 PHEASANT RIDGE ROAD, SW",ROANOKE,VA,24014,5407258210,801,Roanoke City,For profit - Corporation,101,Medicare and Medicaid,N,"PHEASANT RIDGE FACILITY OPERATIONS, LLC",01/01/98,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.9683,1.17367,0.44983,1.6235,3.59179,2.91679,0.15047,0.03453,49.2,NA,20,NA,2,NA,2.08835,0.78832,0.41383,3.2905,1.92545,1.09337,0.4091,3.4424,04/08/21,1,1,0,4,1,0,4,01/16/20,6,5,1,40,1,0,40,12/14/18,31,31,0,240,3,168,408,83.333,0,2,0,1,9080.5,0,1,"4355 PHEASANT RIDGE ROAD, SW,ROANOKE,VA,24014",05/01/22
495326,146,52,38.0705945,-78.4946398,MONROE HEALTH & REHAB CENTER,1150 NORTHWEST DRIVE,CHARLOTTESVILLE,VA,22901,4349737933,10,Albemarle,For profit - Corporation,180,Medicare and Medicaid,N,MONROE HEALTH & REHAB CENTER LLC,02/27/98,Y,NA,N,Y,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,1.90762,0.96634,0.4461,1.41244,3.32006,2.77693,0.25598,0.03279,61.8,NA,70.6,NA,2,NA,1.8852,0.70085,0.38915,2.97519,2.0672,1.01258,0.43144,3.51919,03/12/20,7,5,2,48,1,0,48,12/13/18,10,10,0,103,2,52,155,09/11/17,26,26,0,208,2,104,312,127.667,0,4,0,2,13015,0,2,"1150 NORTHWEST DRIVE,CHARLOTTESVILLE,VA,22901",05/01/22
495327,147,65,37.5206394,-77.481266,ENVOY OF WESTOVER HILLS,4403 FOREST HILL AVENUE,RICHMOND,VA,23225,8042310231,791,Richmond City,For profit - Corporation,174,Medicare and Medicaid,N,"ENVOY OF RICHMOND, LLC",02/01/98,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,4,NA,4,NA,4,NA,1,NA,1,NA,NA,NA,1.62921,0.87318,0.18296,1.05613,2.68534,2.36991,0.08004,0.03345,51.1,NA,62.5,NA,3,NA,1.92629,0.71707,0.42413,3.0675,1.72782,0.89426,0.16235,2.76075,04/08/21,11,8,0,60,1,0,60,01/23/20,6,5,0,20,1,0,20,07/25/19,19,16,5,152,1,0,152,62,0,4,4,4,290888,0,4,"4403 FOREST HILL AVENUE,RICHMOND,VA,23225",05/01/22
495328,53,21,37.9218951,-76.8706097,CARRINGTON PLACE OF TAPPAHANNOCK,1150 MARSH STREET,TAPPAHANNOCK,VA,22560,8044434308,280,Essex,For profit - Corporation,60,Medicare and Medicaid,N,ESSEX REHABILITATION AND CARE CENTER LLC,05/01/98,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.89952,0.83118,0.4848,1.31598,3.2155,2.92756,0.27051,0.0193,40.5,NA,20,NA,1,NA,2.0603,0.81995,0.51074,3.391,1.88347,0.74444,0.35724,2.99042,01/20/22,6,4,4,36,1,0,36,11/29/18,3,3,0,12,1,0,12,09/13/17,2,2,0,8,1,0,8,23.333,0,1,0,0,0,0,0,"1150 MARSH STREET,TAPPAHANNOCK,VA,22560",05/01/22
495330,110,43,36.7770761,-76.337181,GREENBRIER REGIONAL MEDICAL CENTER,1017 GEORGE WASHINGTON HIGHWAY NORTH,CHESAPEAKE,VA,23323,7574855500,194,Chesapeake City,For profit - Partnership,120,Medicare and Medicaid,N,NORFOLK AREA SENIOR CARE LLC,08/01/98,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,3,NA,3,NA,4,NA,1,NA,1,NA,NA,NA,1.49539,0.93372,0.25164,1.18536,2.68075,2.20493,0.12437,0.02482,65.8,NA,77.8,NA,1,NA,1.88973,0.74648,0.35831,2.99453,1.61659,0.91859,0.26431,2.82318,07/22/21,17,17,0,84,1,0,84,04/16/19,18,17,0,92,1,0,92,07/27/17,18,16,2,104,1,0,104,90,0,3,1,5,7800,0,5,"1017 GEORGE WASHINGTON HIGHWAY NORTH,CHESAPEAKE,VA,23323",05/01/22
495331,109,43,36.6177629,-81.1535161,GRAYSON REHABILITATION  AND HEALTH CARE CENTER,400 SOUTH INDEPENDENCE AVENUE,INDEPENDENCE,VA,24348,2767730303,380,Grayson,For profit - Corporation,120,Medicare and Medicaid,N,"GRAYSON FACILITY OPERATIONS, LLC",08/04/98,N,NA,N,Y,N,None,Yes,3,NA,3,NA,4,NA,5,NA,3,NA,2,NA,2,NA,NA,NA,1.55928,0.78998,0.40319,1.19316,2.75244,2.44056,0.17392,0.03694,54.8,NA,30,NA,0,NA,2.12397,0.70713,0.3461,3.1772,1.49975,0.82042,0.43844,2.73203,01/31/19,14,14,0,56,1,0,56,10/26/17,7,6,0,28,1,0,28,09/01/16,7,7,0,40,1,0,40,44,0,0,1,0,0,0,0,"400 SOUTH INDEPENDENCE AVENUE,INDEPENDENCE,VA,24348",05/01/22
495332,27,17,36.9810474,-76.6078297,RIVERSIDE HEALTHY LIVING COMMUNITY-SMITHFIELD,101 JOHN ROLFE DRIVE,SMITHFIELD,VA,23430,7573573282,460,Isle Of Wight,Non profit - Corporation,34,Medicare,N,"PATRICK HENRY HOSPITAL, INC.",09/01/98,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,3,NA,2,NA,3,NA,4,NA,5,NA,NA,NA,1.86278,0.67317,0.92943,1.60259,3.46538,3.2679,0.61933,0.01705,NA,6,NA,6,1,NA,2.02062,0.71408,0.31343,3.04813,1.88331,0.69231,1.11605,3.58532,02/25/21,8,8,0,32,1,0,32,03/08/19,3,3,0,24,1,0,24,09/07/17,1,1,0,20,0,0,20,27.333,0,0,0,0,0,0,0,"101 JOHN ROLFE DRIVE,SMITHFIELD,VA,23430",05/01/22
495333,110,61,37.1153379,-80.6831888,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET,DUBLIN,VA,24084,5406744193,770,Pulaski,For profit - Corporation,132,Medicare and Medicaid,N,HIGHLAND SNF OPERATIONS LLC,09/01/98,N,NA,N,Y,N,Resident,Yes,4,NA,4,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.83277,1.16028,0.39946,1.55973,3.39251,2.73159,0.15931,0.04365,61.3,NA,73.3,NA,2,NA,2.13829,0.80954,0.4675,3.41533,1.751,1.05256,0.32158,3.13256,02/14/20,3,3,0,28,1,0,28,10/25/18,13,10,3,56,1,0,56,07/27/17,5,5,0,28,1,0,28,37.333,0,10,0,3,13889.14,0,3,"5872 HANKS STREET,DUBLIN,VA,24084",05/01/22
495334,102,47,37.7590896,-75.6229001,SHORE HEALTH & REHAB CENTER,26181 PARKSLEY ROAD,PARKSLEY,VA,23421,7576655133,0,Accomack,For profit - Corporation,136,Medicare and Medicaid,N,SHORE HEALTHCARE GROUP LLC,11/01/98,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,5,NA,4,NA,3,NA,3,NA,NA,NA,2.17138,0.91026,0.47536,1.38561,3.55699,3.18208,0.3182,0.03756,49.6,NA,45.5,NA,0,NA,1.93789,0.73637,0.33884,3.0131,2.28903,0.9078,0.52799,3.72289,03/11/21,6,6,0,24,1,0,24,10/18/19,18,17,1,112,1,0,112,04/26/18,4,4,0,24,1,0,24,53.333,0,2,0,1,7345,0,1,"26181 PARKSLEY ROAD,PARKSLEY,VA,23421",05/01/22
495336,97,41,38.0930549,-78.9939504,AUGUSTA NURSING & REHAB CENTER,83 CROSSROADS LANE,FISHERSVILLE,VA,22939,5408858424,70,Augusta,For profit - Corporation,112,Medicare and Medicaid,N,"AUGUSTA FACILITY OPERATIONS, LLC",01/25/99,N,NA,N,Y,N,Both,Yes,1,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.20493,0.65692,0.45957,1.11648,2.32141,1.76861,0.3112,0.03924,59.7,NA,54.5,NA,0,NA,1.9826,0.77214,0.41636,3.1711,1.24157,0.62479,0.41542,2.30863,08/29/19,8,8,1,60,1,0,60,07/26/18,6,5,0,32,1,0,32,05/09/17,26,26,0,388,2,194,582,137.667,0,2,1,1,3250,0,1,"83 CROSSROADS LANE,FISHERSVILLE,VA,22939",05/01/22
495337,117,56,38.8126368,-77.19147,AUGUST HEALTHCARE AT LEEWOOD,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,7032569770,290,Fairfax,For profit - Corporation,132,Medicare and Medicaid,N,ANNANDALE VA OPCO LLC,04/01/99,N,NA,N,Y,N,Both,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,2.15966,1.313,0.47296,1.78596,3.94561,3.41549,0.31381,0.03986,NA,6,NA,6,1,NA,2.23627,0.71406,0.35077,3.3011,1.9729,1.35038,0.50747,3.76936,11/08/18,9,9,0,44,1,0,44,08/30/17,6,5,0,24,1,0,24,07/14/16,11,11,0,76,2,38,114,49,0,0,1,1,650,0,1,"7120 BRADDOCK ROAD,ANNANDALE,VA,22003",05/01/22
495338,85,39,36.7206071,-81.9608544,CHOICE HEALTHCARE AT ABINGDON,600 WALDEN ROAD,ABINGDON,VA,24210,2766285137,950,Washington,For profit - Corporation,119,Medicare and Medicaid,N,ABINGDON VA OPCO LLC,07/01/99,N,NA,N,Y,N,Resident,Yes,2,NA,2,NA,3,NA,5,NA,1,NA,2,NA,2,NA,NA,NA,1.66482,0.94608,0.50206,1.44814,3.11296,2.643,0.24911,0,NA,6,NA,6,1,NA,2.15366,0.81974,0.4376,3.41099,1.57919,0.84757,0.43181,2.87809,05/02/19,11,11,1,64,1,0,64,02/08/18,14,14,0,64,1,0,64,11/10/16,23,20,3,116,3,81,197,86.167,0,0,0,1,650,0,1,"600 WALDEN ROAD,ABINGDON,VA,24210",05/01/22
495339,111,54,37.3074353,-78.4212785,HOLLY MANOR NURSING HOME,2003 COBB STREET,FARMVILLE,VA,23901,4343926106,730,Prince Edward,For profit - Corporation,120,Medicare and Medicaid,N,THE WOODLAND INC,06/01/99,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,3,NA,4,NA,2,NA,2,NA,NA,NA,2.18749,0.87693,0.6496,1.52653,3.71402,3.21996,0.38437,0.06174,NA,6,NA,6,NA,6,2.22312,0.81636,0.61736,3.65684,2.01015,0.78886,0.39602,3.20295,06/30/21,7,7,0,32,1,0,32,02/27/19,5,5,0,24,1,0,24,02/08/18,13,10,3,148,1,0,148,48.667,0,1,0,2,39507,0,2,"2003 COBB STREET,FARMVILLE,VA,23901",05/01/22
495340,93,35,37.104087,-76.507581,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,7572498880,622,Newport News City,For profit - Corporation,102,Medicare and Medicaid,N,"NEWPORT NEWS FACILITY OPERATIONS, LLC",09/24/99,N,NA,N,Y,N,Both,Yes,1,NA,2,NA,4,NA,5,NA,3,NA,1,NA,1,NA,NA,NA,1.59929,0.95007,0.29334,1.24341,2.84271,2.43139,0.24371,0.0796,63.1,NA,75,NA,2,NA,1.83301,0.73352,0.35904,2.92558,1.78241,0.95118,0.30749,3.0643,01/28/20,23,16,9,136,1,0,136,01/17/19,16,12,2,84,1,0,84,06/15/17,10,10,0,52,1,0,52,104.667,0,21,4,4,40270.75,0,4,"12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602",05/01/22
495342,75,31,37.1946409,-76.4881903,YORK NURSING & REHABILITATION  CENTER,113 BATTLE ROAD,YORKTOWN,VA,23692,7578981491,981,York,For profit - Corporation,80,Medicare and Medicaid,N,"VIRGINIA HEALTH SERVICES, INC",01/01/00,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.74301,0.99192,0.39837,1.39028,3.13329,2.57165,0.15409,0.02879,61,NA,70,NA,2,NA,1.97847,0.71767,0.37743,3.07358,1.79976,1.01501,0.39724,3.21491,04/15/21,7,7,0,32,1,0,32,08/16/18,4,4,0,16,1,0,16,06/08/17,12,11,1,76,1,0,76,34,0,2,0,0,0,0,0,"113 BATTLE ROAD,YORKTOWN,VA,23692",05/01/22
495343,81,35,38.2917679,-78.4378472,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,4349854434,390,Greene,For profit - Corporation,90,Medicare and Medicaid,N,Legal Business Name Not Available,03/01/00,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.08693,0.71317,0.38624,1.09942,2.18634,1.86386,0.35368,0.04105,NA,6,NA,6,NA,6,2.03196,0.73374,0.37522,3.14093,1.09277,0.7138,0.38741,2.19519,03/04/21,10,10,4,48,1,0,48,05/09/19,7,5,3,40,1,0,40,05/17/18,11,11,0,52,1,0,52,46,0,1,0,2,3900,0,2,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",05/01/22
495344,109,45,38.1616863,-79.0699342,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401,5408866233,891,Staunton City,For profit - Corporation,117,Medicare and Medicaid,N,"KINGS DAUGHTERS FACILITY OPERATIONS, LLC",03/01/00,N,NA,N,N,N,Both,Yes,2,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.67473,0.83214,0.33325,1.16539,2.84012,2.03449,0.18314,0.07944,78.2,NA,81.8,NA,1,NA,1.86239,0.74902,0.3704,2.98182,1.83704,0.81587,0.33861,3.00377,04/15/21,7,7,0,28,1,0,28,06/24/19,10,8,3,209,1,0,209,06/28/18,6,6,0,32,1,0,32,89,0,4,0,2,38246,0,2,"1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401",05/01/22
495345,79,26,37.7145183,-76.383353,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,8044351684,510,Lancaster,For profit - Corporation,120,Medicare and Medicaid,N,"VIRGINIA HEALTH SERVICES, INC",04/01/00,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,1,NA,2,NA,1,NA,1,12,1,12,NA,NA,1.65489,0.67248,0.43934,1.11182,2.76672,2.35534,0.16825,0.00404,65.8,NA,42.9,NA,1,NA,1.86179,0.72098,0.30674,2.88951,1.81587,0.68498,0.53906,3.01962,02/03/22,10,10,0,48,1,0,48,01/25/19,8,7,0,119,1,0,119,10/12/17,7,7,0,28,1,0,28,68.333,0,0,1,1,650,0,1,"287 SCHOOL STREET,KILMARNOCK,VA,22482",05/01/22
495347,109,38,36.8198944,-76.7483962,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7572424770,460,Isle Of Wight,For profit - Corporation,114,Medicare and Medicaid,N,"WINDSOR FACILITY OPERATIONS, LLC",08/01/00,N,NA,Y,N,N,Resident,Yes,1,NA,2,NA,4,NA,3,NA,4,NA,1,NA,1,NA,NA,NA,1.48835,0.69791,0.17057,0.86848,2.35683,2.10276,0.13337,0.0356,58.1,NA,62.5,NA,2,NA,1.85968,0.69927,0.34302,2.90197,1.63497,0.73295,0.18716,2.56121,03/26/21,15,15,0,60,1,0,60,06/27/19,22,22,7,112,1,0,112,10/26/17,19,18,1,116,2,58,174,96.333,0,13,0,3,33566,0,3,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",05/01/22
495348,75,30,36.9199817,-80.2992423,SKYLINE NURSING & REHABILITATION CENTER,"237 FRANKLIN PIKE ROAD, SE",FLOYD,VA,24091,5407452016,310,Floyd,For profit - Corporation,90,Medicare and Medicaid,N,"SKYLINE FACILITY OPERATIONS, LLC",09/14/00,N,NA,N,Y,N,Both,Yes,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,NA,NA,1.58687,0.94979,0.62446,1.57425,3.16113,2.69131,0.40417,0.03507,47.6,NA,20,NA,1,NA,2.01437,0.70368,0.34911,3.06715,1.60935,0.99123,0.67321,3.25026,08/30/18,13,13,0,76,1,0,76,05/18/17,6,6,0,36,1,0,36,07/14/16,4,4,0,20,1,0,20,53.333,0,0,0,0,0,0,0,"237 FRANKLIN PIKE ROAD, SE,FLOYD,VA,24091",05/01/22
495349,102,40,36.9658371,-81.087452,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,2762285595,980,Wythe,For profit - Corporation,137,Medicare and Medicaid,N,"BIRDMONT HEALTH CARE, LLC",11/01/00,Y,NA,N,Y,N,Resident,Yes,1,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1,NA,NA,NA,1.57889,1.19826,0.1925,1.39077,2.96965,2.55754,0.09688,0.05096,59.5,NA,69.2,NA,1,NA,1.95937,0.75075,0.3793,3.08942,1.64619,1.17214,0.19101,3.03138,06/07/19,18,18,0,88,1,0,88,03/01/18,20,20,0,116,1,0,116,02/02/17,15,15,0,72,1,0,72,94.667,0,0,0,3,2925,0,3,"990 HOLSTON RD,WYTHEVILLE,VA,24382",05/01/22
495350,91,36,36.9675523,-82.5585264,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,2763282721,970,Wise,For profit - Corporation,97,Medicare and Medicaid,N,"WISE LIFE CARE, LLC",03/01/01,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,1,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,1.78301,0.89235,0.58892,1.48127,3.26427,2.53921,0.28109,0.04172,69.8,NA,69.2,NA,0,NA,2.21776,0.75962,0.42805,3.40542,1.64242,0.86271,0.51781,3.02292,08/16/21,11,8,3,44,1,0,44,09/26/19,11,9,3,44,1,0,44,06/22/18,11,11,0,48,1,0,48,44.667,0,3,3,0,0,0,0,"9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293",05/01/22
495352,102,47,36.7503649,-83.0500971,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,2765464566,520,Lee,For profit - Corporation,110,Medicare and Medicaid,N,SP LEE LLC,08/02/01,N,NA,N,Y,N,Resident,Yes,3,NA,3,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.81294,0.79838,0.4343,1.23268,3.04562,2.7291,0.23051,0.0502,52.9,NA,57.9,NA,6,NA,2.12294,0.77918,0.4035,3.30562,1.74458,0.75248,0.40509,2.90559,01/09/20,3,3,0,12,1,0,12,12/06/18,16,16,0,88,1,0,88,08/31/17,12,12,0,68,1,0,68,46.667,0,0,0,0,0,0,0,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",05/01/22
495353,150,66,37.0710059,-78.003573,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,4342925301,670,Nottoway,For profit - Limited Liability company,180,Medicare and Medicaid,N,"BLACKSTONE LIFE CARE, LLC",10/01/01,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,1.9845,0.96017,0.42097,1.38114,3.36564,2.76165,0.1669,0.0404,46.8,NA,41.7,NA,2,NA,2.11531,0.72269,0.35738,3.19537,1.91656,0.9757,0.44334,3.32168,11/17/21,6,6,0,32,1,0,32,03/06/19,19,19,0,96,1,0,96,02/16/18,16,16,0,88,1,0,88,62.667,0,0,0,0,0,0,0,"900 S MAIN ST,BLACKSTONE,VA,23824",05/01/22
495354,78,56,38.7660418,-77.2010382,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,7039234663,290,Fairfax,Non profit - Corporation,76,Medicare and Medicaid,N,"GREENSPRING VILLAGE, INC.",08/30/01,Y,NA,N,N,N,Both,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,2.87046,1.15749,1.22255,2.38004,5.2505,4.71004,1.11669,0.05912,35,NA,38.1,NA,3,NA,2.28931,0.67426,0.35185,3.31541,2.56149,1.26071,1.30774,4.99431,10/06/21,4,4,0,16,1,0,16,09/25/19,5,5,0,28,1,0,28,08/09/18,10,8,2,56,2,28,84,31.333,0,1,0,0,0,0,0,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",05/01/22
495355,72,40,37.1287521,-80.5692427,RADFORD HEALTH AND REHAB CENTER,700 RANDOLPH STREET,RADFORD,VA,24141,5406336533,771,Radford City,For profit - Limited Liability company,90,Medicare and Medicaid,N,NRV HEALTH CARE LLC,06/01/01,N,NA,N,N,N,None,Yes,4,NA,4,NA,3,NA,1,NA,5,NA,3,NA,3,NA,NA,NA,1.59918,1.18758,0.61737,1.80495,3.40414,2.86392,0.23393,0.07598,63.8,NA,66.7,NA,10,NA,2.06866,0.80358,0.43451,3.30675,1.57926,1.08532,0.53475,3.24651,01/13/22,3,3,0,12,1,0,12,08/08/19,8,7,2,48,1,0,48,04/19/18,7,7,0,36,1,0,36,28,0,1,1,0,0,0,0,"700 RANDOLPH STREET,RADFORD,VA,24141",05/01/22
