federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,role_played_by_owner_or_manager_in_facility,owner_type,owner_name,ownership_percentage,association_date,location,processing_date
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,MANAGING EMPLOYEE,Individual,"SALYERS, GARY",NOT APPLICABLE,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495309,NORVIEW HEIGHTS REHABILITATION AND NURSING,827 NORVIEW AVENUE,NORFOLK,VA,23509,Ownership Data Not Available,,,,,"827 NORVIEW AVENUE,NORFOLK,VA,23509",8/1/22
495311,OUR LADY OF HOPE HEALTH CENTER,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"DILORENZO, FRANCIS",NO PERCENTAGE PROVIDED,since 09/20/2010,"13700 NORTH GAYTON ROAD,RICHMOND,VA,23233",8/1/22
495311,OUR LADY OF HOPE HEALTH CENTER,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,MANAGING EMPLOYEE,Individual,"MCNICHOLS, MARY",NOT APPLICABLE,since 09/20/2010,"13700 NORTH GAYTON ROAD,RICHMOND,VA,23233",8/1/22
495311,OUR LADY OF HOPE HEALTH CENTER,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,MANAGING EMPLOYEE,Individual,"MCNICHOLS, ROBERT",NOT APPLICABLE,since 10/13/2010,"13700 NORTH GAYTON ROAD,RICHMOND,VA,23233",8/1/22
495311,OUR LADY OF HOPE HEALTH CENTER,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,MANAGING EMPLOYEE,Individual,"WOLFE, PAMELA",NOT APPLICABLE,since 09/20/2010,"13700 NORTH GAYTON ROAD,RICHMOND,VA,23233",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,AIR FORCE RETIRED OFFICERS COMMUNITY-WASHINGTON D.C.,100%,since 11/05/1984,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,OPERATIONAL/MANAGERIAL CONTROL,Organization,AIR FORCE RETIRED OFFICERS COMMUNITY-WASHINGTON D.C.,NOT APPLICABLE,since 11/05/1984,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,OFFICER,Individual,"BRANNON, BARBARA",NOT APPLICABLE,since 06/05/2006,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,OFFICER,Individual,"LISTER, HARDY M",NOT APPLICABLE,since 09/18/1996,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,MANAGING EMPLOYEE,Individual,"BRANNON, BARBARA",NOT APPLICABLE,since 06/21/2016,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495312,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,MANAGING EMPLOYEE,Individual,"LISTER, HARDY M",NOT APPLICABLE,since 06/21/2016,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"ALG LAVIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"COLUMBIA PACIFIC OPPORTUNITY FUND, L.P.",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"FC INVESTORS XXI, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE CARE CENTERS, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE HOLDCO, LLC",NO PERCENTAGE PROVIDED,since 12/01/2021,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE MORNING, LLC",NO PERCENTAGE PROVIDED,since 01/01/2021,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LV CHC HOLDINGS I LLC,NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV INVESTMENT, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"MCP LAVIE, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SAY LA VIE, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,OPERATIONAL/MANAGERIAL CONTROL,Organization,"CONSULATE MANAGEMENT COMPANY III, LLC",NOT APPLICABLE,since 12/01/2021,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,OPERATIONAL/MANAGERIAL CONTROL,Individual,"WALKER, JERON",NOT APPLICABLE,since 12/01/2021,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,OFFICER,Individual,"USSERY, KENNETH",NOT APPLICABLE,since 07/31/2012,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,OFFICER,Individual,"WALKER, JERON",NOT APPLICABLE,since 12/01/2021,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495315,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,MANAGING EMPLOYEE,Individual,"SABO, KEVIN",NOT APPLICABLE,since 05/27/2022,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,SHENANDOAH SNF OPERATIONS HOLDINGS LLC,100%,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,OPERATIONAL/MANAGERIAL CONTROL,Organization,SHENANDOAH OPERATORS MANAGER LLC,NOT APPLICABLE,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,OFFICER,Individual,"DAS MUNSHI, UMA",NOT APPLICABLE,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495316,LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,MANAGING EMPLOYEE,Individual,"HURLEY, MARY",NOT APPLICABLE,since 02/01/2022,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,AMERICAN HEALTHCARE LLC,100%,since 01/22/2018,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,AMERICAN HEALTHCARE LLC,100%,since 01/22/2018,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,DIRECTOR,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 07/23/2010,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,MANAGING EMPLOYEE,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GEORGE CARROLTON STEVENS FAMILY TRUST,100%,since 03/15/2012,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,OPERATIONAL/MANAGERIAL CONTROL,Organization,GEORGE CARROLTON STEVENS FAMILY TRUST,NOT APPLICABLE,since 03/01/2008,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,OPERATIONAL/MANAGERIAL CONTROL,Organization,"PRINCIPLE LONG TERM CARE, INC.",NOT APPLICABLE,since 07/01/1997,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,OPERATIONAL/MANAGERIAL CONTROL,Individual,"GIBBONS, BECKY",NOT APPLICABLE,since 10/27/2013,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,OPERATIONAL/MANAGERIAL CONTROL,Individual,"KROB, JAMES",NOT APPLICABLE,since 01/01/2014,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,OPERATIONAL/MANAGERIAL CONTROL,Individual,"STEVENS, MARK",NOT APPLICABLE,since 07/01/1997,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,DIRECTOR,Individual,"GIBBONS, BECKY",NOT APPLICABLE,since 07/01/1997,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,DIRECTOR,Individual,"KROB, JAMES",NOT APPLICABLE,since 01/01/2014,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,DIRECTOR,Individual,"STEVENS, MARK",NOT APPLICABLE,since 07/01/1997,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495318,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,MANAGING EMPLOYEE,Individual,"HINNANT, CLARENCE H.",NOT APPLICABLE,since 03/15/2012,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FOCUS SH I TRS II LLC,100%,since 12/20/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FOCUS SENIOR HOUSING FUND I LP,NO PERCENTAGE PROVIDED,since 12/07/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FOCUS SH I HOLDINGS II LLC,NO PERCENTAGE PROVIDED,since 12/20/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FOCUS SH I REIT,NO PERCENTAGE PROVIDED,since 12/07/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,OPERATIONAL/MANAGERIAL CONTROL,Organization,LIFE CARE SERVICES LLC,NOT APPLICABLE,since 04/25/2019,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,OPERATIONAL/MANAGERIAL CONTROL,Individual,"FRONING, PAUL",NOT APPLICABLE,since 12/07/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,OPERATIONAL/MANAGERIAL CONTROL,Individual,"LANE, DEENA",NOT APPLICABLE,since 05/02/2022,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SCHALLER, CURT",NOT APPLICABLE,since 12/07/2018,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,OPERATIONAL/MANAGERIAL CONTROL,Individual,"STROHSCHEIN, MARCUS",NOT APPLICABLE,since 09/30/2021,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495319,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,MANAGING EMPLOYEE,Individual,"KNEISLEY, PRISCILLA",NOT APPLICABLE,since 04/25/2019,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,OPERATIONAL/MANAGERIAL CONTROL,Organization,AMERICAN HEALTHCARE LLC,NOT APPLICABLE,since 11/22/2010,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 01/22/2018,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 01/22/2018,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,OFFICER,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 01/22/2018,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 01/22/2018,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,OFFICER,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 01/22/2018,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,MANAGING EMPLOYEE,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2017,"1225 CLINTWOOD MAIN STREET, ROUTE 607,CLINTWOOD,VA,24228",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"AHC ACQUISITIONS, LLC",12%,since 07/10/2020,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,THIRD WCC BLIND TR,78%,since 07/10/2020,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CRANWELL, C.",8%,since 07/10/2020,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,OPERATIONAL/MANAGERIAL CONTROL,Organization,AMERICAN HEALTHCARE LLC,NOT APPLICABLE,since 11/22/2010,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,DIRECTOR,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 07/23/2010,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,MANAGING EMPLOYEE,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 07/10/2020,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,MANAGING EMPLOYEE,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"205 HOUSTON STREET,EAST LEXINGTON,VA,24450",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"AHC ACQUISITIONS, LLC",18%,since 07/10/2020,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,THIRD WCC BLIND TR,51%,since 07/10/2020,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CRANWELL, C.",8%,since 07/10/2020,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CRANWELL, ROBERT",24%,since 07/10/2020,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,OPERATIONAL/MANAGERIAL CONTROL,Organization,AMERICAN HEALTHCARE LLC,NOT APPLICABLE,since 11/22/2010,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,DIRECTOR,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 07/28/2010,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,MANAGING EMPLOYEE,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 07/10/2020,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495323,HERITAGE HALL - LAUREL MEADOWS,16600 DANVILLE PIKE,LAUREL FORK,VA,24352,MANAGING EMPLOYEE,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"16600 DANVILLE PIKE,LAUREL FORK,VA,24352",8/1/22
495324,SEASIDE HHC @ ATLANTIC SHORE,1200 ATLANTIC SHORES DRIVE,VIRGINIA BEACH,VA,23454,OPERATIONAL/MANAGERIAL CONTROL,Organization,ATLANTIC SHORES COOPERATIVE ASSOCIATION INC,NOT APPLICABLE,since 08/01/1997,"1200 ATLANTIC SHORES DRIVE,VIRGINIA BEACH,VA,23454",8/1/22
